type,name,city,county,state,latitude,longitude,total_cases,total_deaths,latest_inmate_population,max_inmate_population_2020,total_inmate_cases,total_inmate_deaths,total_officer_cases,total_officer_deaths,prision_type,prision_fips,note
Prision,Alex City Work Release prison,Alex City,Coosa,Alabama,32.9045073,-86.0090148,94,0,188,0,77,0,17,0,Low-security work release,1037,
Prision,Alabama Therapeutic Education Facility prison,Columbiana,Shelby,Alabama,33.1807547,-86.6240675,13,1,272,0,11,1,2,0,State rehabilitation center,1117,
Prision,Bibb Correctional Facility,Brent,Bibb,Alabama,32.9207544,-87.1627807,225,3,1725,1825,164,3,61,0,State prison,1007,
Prision,Birmingham Women's Community Based Facility and Community Work Center,Birmingham,Jefferson,Alabama,33.531101,-86.8083438,45,0,192,0,17,0,28,0,State prison,1073,
Prision,Bullock Correctional Facility,Bessemer,Bullock,Alabama,32.1471443,-85.6739273,242,6,1477,1577,162,5,80,1,State prison,1011,
Prision,Camden prison,Camden,Wilcox,Alabama,31.987811,-87.2878595,8,0,49,0,5,0,3,0,State prison,1131,
Prision,Childersburg prison,Childersburg,Talladega,Alabama,33.277633,-86.3530011,19,0,322,0,5,0,14,0,State prison,1121,
Prision,William E. Donaldson Correctional Facility,Bessemer,Jefferson,Alabama,33.5140537,-87.1847963,71,2,1508,1532,45,2,26,0,State prison,1073,
Prision,Draper Correctional Facility,Elmore,Elmore,Alabama,32.5771384,-86.3375969,121,0,100,0,121,0,0,0,State prison,1051,
Prision,Easterling Correctional Facility,Cilo,Barbour,Alabama,31.7023346,-85.5857636,119,2,1181,1318,72,2,47,0,State prison,1005,
Prision,Elba Work Release,Elba,Coffee,Alabama,31.4125492,-86.0834766,9,0,207,0,1,0,8,0,Low-security work release,1031,
Prision,Elmore Correctional Facility,Elmore,Elmore,Alabama,32.5744376,-86.3213357,46,0,1114,1180,28,0,18,0,State prison,1051,
Prision,Fountain Correctional Facility,Atmore,Escambia,Alabama,31.1568953,-87.4645704,76,1,1149,1270,29,1,47,0,State prison,1053,
Prision,Frank Lee prison,Deatsville,Elmore,Alabama,32.5813484,-86.391838,48,0,227,0,26,0,22,0,State prison,1051,
Prision,Hamilton Aged and Infirmed prison,Hamilton,Marion,Alabama,34.1245926,-87.992039,89,14,269,0,48,14,41,0,State facility,1093,
Prision,Hamilton Community Based Facility,Hamilton,Marion,Alabama,34.1439853,-87.9597876,30,2,212,0,8,2,22,0,State prison,1093,
Prision,Holman Correctional Facility,Atmore,Escambia,Alabama,31.1342179,-87.4500379,72,2,148,843,39,2,33,0,State prison,1053,
Prision,Kilby Correctional Facility,Mount Meigs,Montgomery,Alabama,32.3879038,-86.1017437,69,2,1176,0,25,2,44,0,State prison,1101,
Prision,Limestone Correctional Facility,Harvest,Limestone,Alabama,34.8125703,-86.8041157,257,4,2190,0,152,4,105,0,State prison,1083,
Prision,Loxley prison,Loxley,Baldwin,Alabama,30.6170413,-87.778689,120,0,128,0,106,0,14,0,State prison,1003,
Prision,Mobile Community Based Facility/Community Work Center,Mobile,Mobile,Alabama,30.7381585,-88.1091495,36,0,163,0,15,0,21,0,State prison,1097,
Prision,Montgomery Women's Community Based Facility and Community Work Center,Montgomery,Montgomery,Alabama,32.3877556,-86.1014789,12,0,187,0,1,0,11,0,State prison,1101,
Prision,North Alabama prison,Decatur,Morgan,Alabama,34.6183551,-87.005176,117,0,479,0,87,0,30,0,State prison,1103,
Prision,Red Eagle Community Work Center prison,Montgomery,Montgomery,Alabama,32.4658298,-86.2374047,38,0,237,0,18,0,20,0,State prison,1101,
Prision,Saint Clair Correctional Facility,Springville,St. Clair,Alabama,33.7469215,-86.3856506,164,16,1102,0,106,16,58,0,State prison,1115,
Prision,Staton Correctional Facility,Elmore,Elmore,Alabama,32.5771655,-86.3331571,120,7,1283,1400,59,7,61,0,State prison,1051,
Prision,Tutwiler women's prison,Wetumpka,Elmore,Alabama,32.5640382,-86.1940048,131,3,688,964,62,1,69,2,State prison,1051,
Prision,Tutwiler Quarantine Intake Facility,Wetumpka,Elmore,Alabama,32.5640382,-86.1940048,35,0,25,0,35,0,0,0,State facility,1051,
Prision,Ventress Correctional Facility,Clayton,Barbour,Alabama,31.8889518,-85.4928783,123,2,1093,0,77,2,46,0,State prison,1005,
Prision,Anchorage Correctional Complex,Anchorage,Anchorage,Alaska,61.2186175,-149.8567678,514,0,949,0,514,0,0,0,State prison,2020,
Prision,Anvil Mountain Correctional Center,Nome,Nome,Alaska,64.5372083,-165.4125694,4,0,148,0,4,0,0,0,State prison,2180,
Prision,Clitheroe community treatment center,Anchorage,Anchorage,Alaska,61.1756719,-150.0215222,3,0,11,0,3,0,0,0,State prison,2020,
Prision,Cordova residential center,Anchorage,Anchorage,Alaska,61.1967423,-149.8793235,1,0,136,0,1,0,0,0,State prison,2020,
Prision,Fairbanks Correctional Center,Fairbanks,Fairbanks North Star,Alaska,64.8333367,-147.7591515,154,0,273,294,154,0,0,0,State prison,2090,
Prision,Goose Creek Correctional Center,Wasilla,Matanuska-Susitna,Alaska,61.3600947,-149.9900218,1041,0,1293,1348,1041,0,0,0,State prison,2170,
Prision,Hiland Mountain Correctional Center,Eagle River,Anchorage,Alaska,61.3030382,-149.5789796,235,0,324,333,235,0,0,0,State prison,2020,
Prision,Ketchikan Correctional Center,Ketchikan,Ketchikan Gateway,Alaska,55.3481991,-131.6499571,1,0,64,64,1,0,0,0,State prison,2130,
Prision,Lemon Creek Correctional Center,Juneau,Juneau,Alaska,58.3627568,-134.4844657,30,0,219,229,19,0,11,0,State prison,2110,
Prision,Mat-Su pretrial facility,Palmer,Matanuska-Susitna,Alaska,61.6023138,-149.1094859,69,0,97,0,69,0,0,0,State prison,2170,
Prision,Palmer Correctional Center,Palmer,Matanuska-Susitna,Alaska,61.6914167,-149.0079722,0,0,0,0,0,0,0,0,State prison,2170,
Prision,Parkview Center halfway house,Anchorage,Anchorage,Alaska,61.213899,-149.884861,17,0,112,0,17,0,0,0,State prison,2020,
Prision,Point Mackenzie Correctional Farm,Wasilla,Matanuska-Susitna,Alaska,61.4186,-150.0924149,0,0,87,96,0,0,0,0,State prison,2170,
Prision,Spring Creek Correctional Center,Seward,Kenai Peninsula,Alaska,60.0939166,-149.338074,8,0,524,537,8,0,0,0,State prison,2122,
Prision,Tundra Center halfway house,Bethel,Bethel,Alaska,60.7922171,-161.7520687,17,0,40,0,17,0,0,0,State prison,2050,
Prision,Wildwood Correctional Complex,Kenai,Kenai Peninsula,Alaska,60.5842344,-151.2999885,1,0,287,297,1,0,0,0,State prison,2122,
Prision,Wildwood Pretrial Facility,Kenai,Kenai Peninsula,Alaska,60.5839597,-151.2999821,47,0,124,0,47,0,0,0,State prison,2122,
Prision,Yukon Kuskokwim Correctional Center,Bethel,Bethel,Alaska,60.7860621,-161.7866538,186,0,203,0,186,0,0,0,State prison,2050,
Prision,McLaughlin Youth Center facility,Anchorage,Anchorage,Alaska,61.1876279,-149.8313312,119,0,35,0,41,0,78,0,State juvenile detention,2020,
Prision,Arizona State Prison Complex – Safford,Safford,Graham,Arizona,32.830916,-109.565446,851,0,1227,1613,851,0,0,0,State prison,4009,
Prision,Central Arizona Correctional Facility,Florence,Pinal,Arizona,33.0407485,-111.3775177,69,3,1280,1280,69,3,0,0,State prison,4021,
Prision,Arizona State Prison Complex – Douglas,Douglas,Cochise,Arizona,31.4455003,-109.6001473,1163,0,1848,2132,1163,0,0,0,State prison,4003,
Prision,Eyman Complex prison,Florence,Pinal,Arizona,33.0314738,-111.3375688,2023,5,5362,5471,2023,5,0,0,State prison,4021,
Prision,Arizona State Prison Complex – Yuma,San Luis,Yuma,Arizona,32.4941306,-114.6430823,2010,6,4316,4862,2010,6,0,0,State prison,4027,
Prision,Arizona State Prison Phoenix-West,Phoenix,Maricopa,Arizona,33.4327528,-112.1328778,44,1,436,487,44,1,0,0,State prison,4013,
Prision,Red Rock Correctional Facility,Eloy,Pinal,Arizona,32.8089843,-111.5206062,119,0,1933,1955,119,0,0,0,State prison,4021,
Prision,Arizona State Prison Complex – Phoenix,Phoenix,Maricopa,Arizona,33.4525898,-112.0258996,651,0,534,781,651,0,0,0,State prison,4013,
Prision,Arizona State Prison Complex – Perryville,Goodyear,Maricopa,Arizona,33.4710105,-112.4422426,343,0,3529,4242,343,0,0,0,State prison,4013,
Prision,Maricopa Reentry Center,Phoenix,Maricopa,Arizona,33.707162,-112.1204332,0,0,0,0,0,0,0,0,State prison,4013,
Prision,Arizona State Prison Complex – Lewis,Buckeye,Maricopa,Arizona,33.2012808,-112.6443652,1310,2,4617,4617,1310,2,0,0,State prison,4013,
Prision,Arizona State Prison – Kingman,Golden Valley,Mohave,Arizona,35.028965,-114.179681,653,3,2349,3321,653,3,0,0,State prison,4015,
Prision,Arizona State Prison Florence-West,Florence,Pinal,Arizona,33.0368933,-111.3765313,45,0,610,0,45,0,0,0,State prison,4021,
Prision,Pima Reentry Center,Tucson,Pima,Arizona,32.2041987,-110.9907142,0,0,0,0,0,0,0,0,State prison,4019,
Prision,Arizona State Prison Complex – Florence,Florence,Pinal,Arizona,33.0285822,-111.373139,440,12,2704,3872,440,12,0,0,State prison,4021,
Prision,Arizona State Prison Complex – Winslow,Winslow,Navajo,Arizona,34.9846405,-110.718345,245,0,1102,1379,245,0,0,0,State prison,4017,
Prision,Arizona State Prison Complex – Tucson,Tucson,Pima,Arizona,32.0667504,-110.8588515,2242,12,4566,5067,2241,12,1,0,State prison,4019,
Prision,Marana Community Correctional Treatment Facility,Marana,Pima,Arizona,32.4176483,-111.2419433,22,0,353,391,22,0,0,0,State prison,4019,
Prision,Barbara Ester Unit prison,Pine Bluff,Jefferson,Arkansas,34.2221241,-92.0830434,364,0,564,577,358,0,6,0,State prison,5069,
Prision,Benton Unit prison,Benton,Saline,Arkansas,34.5232987,-92.6552474,209,0,323,323,207,0,2,0,State prison,5125,
Prision,Central Arkansas Community Correction Center,Little Rock,Pulaski,Arkansas,34.747727,-92.3267923,209,1,117,0,167,0,42,1,State prison,5119,
Prision,Cummins Unit prison,Grady,Lincoln,Arkansas,34.0521395,-91.5840036,1219,12,1859,1967,1147,12,72,0,State prison,5079,
Prision,Delta Regional Unit prison,Dermott,Chicot,Arkansas,33.5192124,-91.4273858,488,0,575,602,473,0,15,0,State prison,5017,
Prision,East Arkansas Regional Unit prison,Marianna,Lee,Arkansas,34.8491859,-90.6000061,967,6,1537,1562,906,6,61,0,State prison,5077,
Prision,Grimes Unit prison,Newport,Jackson,Arkansas,35.6257553,-91.1914672,809,1,1028,1084,795,1,14,0,State prison,5067,
Prision,Maximum Security Unit prison,England,Jefferson,Arkansas,34.4545849,-91.9153589,233,2,559,564,227,2,6,0,State prison,5069,
Prision,McPherson Unit prison,Newport,Jackson,Arkansas,35.6256219,-91.1936772,667,0,877,877,658,0,9,0,State prison,5067,
Prision,Mississippi County Work Release Center prison,Luxora,Mississippi,Arkansas,35.7815299,-89.9634757,100,0,134,0,96,0,4,0,Low-security work release,5093,
Prision,North Central Unit prison,Calico Rock,Izard,Arkansas,36.1632568,-92.1505389,491,1,749,819,484,1,7,0,State prison,5065,
Prision,Northeast Arkansas Community Corrections,Osceola,Mississippi,Arkansas,35.6830498,-89.9898559,151,0,179,0,147,0,4,0,State prison,5093,
Prision,Northwest Arkansas Community Corrections,Fayetteville,Washington,Arkansas,36.0640905,-94.1576886,8,0,102,0,6,0,2,0,State prison,5143,
Prision,Northwest Arkansas Work Release prison,Springdale,Washington,Arkansas,36.1749475,-94.135712,73,0,0,0,69,0,4,0,Low-security work release,5143,
Prision,Omega Technical Violator Center prison,Malvern,Hot Spring,Arkansas,34.3498948,-92.8400224,242,0,163,0,242,0,0,0,State prison,5059,
Prision,Ouachita River Unit prison,Malvern,Hot Spring,Arkansas,34.3448845,-92.8428947,1721,22,1711,1755,1673,22,48,0,State prison,5059,
Prision,Pine Bluff prison,Pine Bluff,Jefferson,Arkansas,34.2275847,-92.0007413,355,2,515,0,349,2,6,0,State prison,5069,
Prision,Randall L. Williams Correctional Facility,Pine Bluff,Jefferson,Arkansas,34.2218274,-92.0776873,344,1,442,547,324,1,20,0,State prison,5069,
Prision,Southwest Arkansas Community Correction Center,Texarkana,Miller,Arkansas,33.4263908,-94.0418265,132,0,234,0,132,0,0,0,State prison,5091,
Prision,Texarkana Regional Correction Center,Texarkana,Miller,Arkansas,33.4263671,-94.0412954,176,0,112,0,173,0,3,0,State prison,5091,
Prision,Tucker Unit prison,Tucker,Jefferson,Arkansas,34.439058,-91.9099312,660,1,922,972,659,1,1,0,State prison,5069,
Prision,Varner Supermax Unit prison,Grady,Lincoln,Arkansas,34.0425076,-91.6082034,881,1,1498,1498,874,1,7,0,State prison,5079,
Prision,Arkansas Juvenile Assessment and Treatment Center,Alexander,Saline,Arkansas,34.6377305,-92.4946948,130,4,0,0,63,0,67,4,State juvenile detention,5125,
Prision,Wrightsville Unit prison,Wrightsville,Pulaski,Arkansas,34.6058119,-92.211039,1074,3,815,847,1055,3,19,0,State prison,5119,
Prision,East Central Arkansas Community Correction Center-- Women's Unit,West Memphis,Crittenden,Arkansas,35.1432871,-90.189129,97,0,0,0,94,0,3,0,State prison,5035,
Prision,Dermott Juvenile Correctional Facility,Dermott,Chicot,Arkansas,33.5181955,-91.4150458,2,0,0,0,0,0,2,0,State juvenile detention,5017,
Prision,Avenal State Prison,Avenal,Kings,California,35.9743318,-120.1233101,3640,8,3469,4158,3108,8,532,0,State prison,6031,
Prision,California City Correctional Facility,California City,Kern,California,35.1515388,-117.8584365,1235,2,2073,0,1000,2,235,0,State prison,6029,
Prision,Calipatria State Prison,Calipatria,Imperial,California,33.1630656,-115.4847385,1488,4,2884,3113,1123,2,365,2,State prison,6025,
Prision,California Correctional Center,Susanville,Lassen,California,40.4021977,-120.5143547,1661,0,2697,3798,1366,0,295,0,State prison,6035,
Prision,California Correctional Institution,Tehachapi,Kern,California,35.1133011,-118.5694868,2030,5,3165,3715,1382,4,648,1,State prison,6029,
Prision,Central California Women’s Facility,Chowchilla,Madera,California,37.0898065,-120.1498291,1098,2,1981,2816,821,1,277,1,State prison,6039,
Prision,"California State Prison, Centinela",Imperial,Imperial,California,32.8204948,-115.7888117,1291,2,3101,3346,865,1,426,1,State prison,6025,
Prision,California Health Care Facility prison,Stockton,San Joaquin,California,37.8972093,-121.1864095,1300,15,2473,0,644,14,656,1,State facility,6077,
Prision,California Institution for Men,Chino,San Bernardino,California,33.981973,-117.6826422,2086,29,2341,3098,1501,27,585,2,State prison,6071,
Prision,California Institution for Women prison,Corona,San Bernardino,California,33.9500896,-117.6354633,848,2,1169,1212,489,1,359,1,State prison,6071,
Prision,California Men’s Colony prison,San Luis Obispo,San Luis Obispo,California,35.3253675,-120.6944703,2999,10,3244,3823,2472,10,527,0,State prison,6079,
Prision,Vacaville state medical prison,Vacaville,Solano,California,38.3208192,-121.9749219,1056,11,2112,0,712,11,344,0,State facility,6095,
Prision,Corcoran State Prison,Corcoran,Kings,California,36.0580478,-119.554854,1810,3,3274,3453,1075,3,735,0,State prison,6031,
Prision,California Rehabilitation Center prison,Norco,Riverside,California,33.9303457,-117.5735217,2490,2,2500,2589,1993,1,497,1,State prison,6065,
Prision,Soledad prison,Soledad,Monterey,California,36.470807,-121.3826401,3074,20,4374,0,2719,18,355,2,State prison,6053,
Prision,Chuckawalla Valley State Prison,Blythe,Riverside,California,33.5628161,-114.9088546,2065,10,2017,2261,1783,9,282,1,State prison,6065,
Prision,Deuel Vocational Institution prison,Tracy,San Joaquin,California,37.7452378,-121.3388954,834,1,1552,1577,545,0,289,1,State prison,6077,
Prision,Folsom prison,Represa,Sacramento,California,38.6960263,-121.1637263,1587,2,2389,2637,1369,2,218,0,State prison,6067,
Prision,High Desert State Prison,Susanville,Lassen,California,40.4088696,-120.5161431,2607,2,3335,3572,2033,2,574,0,State prison,6035,
Prision,Ironwood State Prison,Blythe,Riverside,California,33.560697,-114.9267493,1950,2,2916,3205,1568,1,382,1,State prison,6065,
Prision,Kern Valley State Prison,Delano,Kern,California,35.7683779,-119.3229667,1452,6,3520,3643,894,6,558,0,State prison,6029,
Prision,Los Angeles County state prison,Lancaster,Los Angeles,California,34.6934153,-118.2276434,2153,14,2991,3149,1546,13,607,1,State prison,6037,
Prision,Mule Creek State Prison,Ione,Amador,California,38.3706309,-120.9537285,2255,9,3788,3917,1846,8,409,1,State prison,6005,
Prision,North Kern State Prison,Delano,Kern,California,35.7827295,-119.3096243,1548,5,1735,2892,924,4,624,1,State prison,6029,
Prision,Pelican Bay State Prison,Crescent City,Del Norte,California,41.8548567,-124.1513812,415,0,2348,2348,220,0,195,0,State prison,6015,
Prision,Pleasant Valley State Prison,Coalinga,Fresno,California,36.1296774,-120.2491987,2420,3,2858,3016,1989,3,431,0,State prison,6019,
Prision,Richard J. Donovan Correctional Facility,San Diego,San Diego,California,32.5847726,-116.9336693,1529,19,3572,3645,1011,18,518,1,State prison,6073,
Prision,"California State Prison, Sacramento",Represa,Sacramento,California,38.693346,-121.152455,613,0,2256,2363,291,0,322,0,State prison,6067,
Prision,Substance Abuse Treatment Facility and State Prison,Corcoran,Kings,California,36.0580478,-119.554854,3647,7,4488,4531,3011,7,636,0,State prison,6031,
Prision,Sierra Conservation Center prison,Jamestown,Tuolumne,California,37.8934741,-120.5380359,1654,0,3145,3145,1437,0,217,0,State prison,6109,
Prision,Vacaville state prison,Vacaville,Solano,California,38.3208192,-121.9749219,1400,5,3390,0,1150,5,250,0,State prison,6095,
Prision,San Quentin State Prison,San Quentin,Marin,California,37.9386291,-122.4898472,2682,29,3013,3462,2243,28,439,1,State prison,6041,
Prision,Salinas Valley State Prison,Soledad,Monterey,California,36.4811757,-121.3756515,1285,6,2782,2896,684,5,601,1,State prison,6053,
Prision,Valley State Prison,Chowchilla,Madera,California,37.1011998,-120.1531236,2010,5,2794,2813,1731,2,279,3,State prison,6039,
Prision,Wasco State Prison,Wasco,Kern,California,35.593903,-119.4072212,2301,2,2065,2672,1762,1,539,1,State prison,6029,
Prision,Golden State Modified Community Correctional Facility,McFarland,Kern,California,35.6698832,-119.2278224,12,0,170,0,0,0,12,0,State prison,6029,
Prision,Shafter Modified Community Correctional Facility,Shafter,Kern,California,35.4954773,-119.2589733,10,0,513,0,0,0,10,0,State prison,6029,
Prision,Taft Modified Community Correctional Facility,Taft,Kern,California,35.134285,-119.441562,9,0,479,0,0,0,9,0,State prison,6029,
Prision,Delano Modified Community Correctional Facility,Delano,Kern,California,35.7648735,-119.3044357,22,0,479,0,0,0,22,0,State prison,6029,
Prision,McFarland Female Community Reentry Facility,McFarland,Kern,California,35.6681401,-119.2268516,1,0,216,0,0,0,1,0,State prison,6029,
Prision,Work Site - Alameda County,Alameda County,Alameda,California,37.8014208,-122.2629326,2,0,0,0,0,0,2,0,State work camp,6001,
Prision,Work Site – Fresno County,Fresno County,Fresno,California,36.7351741,-119.7869154,21,0,0,0,0,0,21,0,State work camp,6019,
Prision,Work Site - Humboldt County,Humboldt County,Humboldt,California,40.8052078,-124.1597269,1,0,0,0,0,0,1,0,State work camp,6023,
Prision,Work Site - Imperial County,Imperial County,Imperial,California,32.7375477,-114.9633007,9,0,0,0,0,0,9,0,State work camp,6025,
Prision,Work Site – Kern County,Kern County,Kern,California,35.4937274,-118.8596804,25,0,0,0,0,0,25,0,State work camp,6029,
Prision,Work Site – Los Angeles County,Los Angeles County,Los Angeles,California,34.0850004,-118.1501314,90,0,0,0,0,0,90,0,State work camp,6037,
Prision,Work Site – Mendocino County,Mendocino County,Mendocino,California,39.158923,-123.2150655,2,0,0,0,0,0,2,0,State work camp,6045,
Prision,Work Site - Merced County,Merced County,Merced,California,37.3069019,-120.4992147,2,0,0,0,0,0,2,0,State work camp,6047,
Prision,Work Site – Monterey County,Monterey County,Monterey,California,36.6741529,-121.65924,3,0,0,0,0,0,3,0,State work camp,6053,
Prision,Work Site -- Orange County,Orange County,Orange,California,33.7879139,-117.8531007,14,0,0,0,0,0,14,0,State work camp,6059,
Prision,Work Site – Riverside County,Riverside County,Riverside,California,33.9779635,-117.3739051,20,0,0,0,0,0,20,0,State work camp,6065,
Prision,Work Site – Sacramento County,Sacramento,Sacramento,California,38.582708,-121.4955924,277,0,0,0,0,0,277,0,State work camp,6067,
Prision,Work Site – San Bernardino County,San Bernardino,San Bernardino,California,34.0937423,-117.2641448,69,0,0,0,0,0,69,0,State work camp,6071,
Prision,Work Site – San Diego,San Diego,San Diego,California,32.8152999,-117.1257618,5,0,0,0,0,0,5,0,State work camp,6073,
Prision,Work Site - San Francisco County,San Francisco,San Francisco,California,37.7749295,-122.4194155,3,0,0,0,0,0,3,0,State work camp,6075,
Prision,Work Site – San Joaquin,Stockton,San Joaquin,California,37.9509541,-121.2970274,14,0,0,0,0,0,14,0,State work camp,6077,
Prision,Work Site -- San Luis Obispo County,San Luis Obispo County,San Luis Obispo,California,35.2821867,-120.6601675,0,0,0,0,0,0,0,0,State work camp,6079,
Prision,Work Site -- San Mateo County,San Mateo County,San Mateo,California,37.5474903,-122.3150947,1,0,0,0,0,0,1,0,State work camp,6081,
Prision,Work Site – Santa Barbara County,Santa Barbara County,Santa Barbara,California,34.4208321,-119.6982057,2,0,0,0,0,0,2,0,State work camp,6083,
Prision,Work Site – Santa Clara County,Santa Clara County,Santa Clara,California,37.3336581,-121.8907041,5,0,0,0,0,0,5,0,State work camp,6085,
Prision,Work Site – Solano County,Solano County,Solano,California,38.2477736,-122.0413148,4,0,0,0,0,0,4,0,State work camp,6095,
Prision,Work Site – Stanislaus County,Stanislaus County,Stanislaus,California,37.6052407,-120.9749499,1,0,0,0,0,0,1,0,State work camp,6099,
Prision,Work Site – Tulare County,Tulare County,Tulare,California,36.3289163,-119.3191887,2,0,0,0,0,0,2,0,State work camp,6107,
Prision,Work Site – Ventura County,Ventura County,Ventura,California,34.3704884,-119.1390642,78,0,0,0,0,0,78,0,State work camp,6111,
Prision,Work Site - Yolo County,Yolo County,Yolo,California,38.6791299,-121.7721031,2,0,0,0,0,0,2,0,State work camp,6113,
Prision,California Youth Facilities,Sacramento,Sacramento,California,38.4978305,-121.4585936,397,0,711,0,204,0,193,0,State juvenile detention,6067,This is a system-wide total. Facility-level data is unavailable.
Prision,Arkansas Valley Correctional Facility,Ordway,Crowley,Colorado,38.1891403,-103.8393783,1060,4,1012,0,961,4,99,0,State prison,8025,
Prision,Arrowhead Correctional Center,Cañon City,Fremont,Colorado,38.4348311,-105.1561063,412,1,352,528,360,1,52,0,State prison,8043,
Prision,Bent County Correctional Facility,Las Animas,Bent,Colorado,38.0651921,-103.2055794,1186,4,1264,0,1091,2,95,2,State prison,8011,
Prision,Buena Vista Correctional Facility,Buena Vista,Chaffee,Colorado,38.8220069,-106.117628,612,1,892,1129,523,1,89,0,State prison,8015,
Prision,Centennial Correctional Facility,Cañon City,Fremont,Colorado,38.4227307,-105.160995,253,0,700,886,151,0,102,0,State prison,8043,
Prision,Colorado Correctional Center,Golden,Jefferson,Colorado,39.734214,-105.1726099,2,0,70,0,2,0,0,0,State prison,8059,
Prision,Colorado State Penitentiary,Cañon City,Fremont,Colorado,38.4404178,-105.1579266,244,0,675,708,156,0,88,0,State prison,8043,
Prision,Colorado Territorial Correctional Facility,Cañon City,Fremont,Colorado,38.4373058,-105.2494244,674,5,676,949,580,5,94,0,State prison,8043,
Prision,Crowley County Correctional Facility,Olney Springs,Crowley,Colorado,38.1583862,-103.9573211,953,1,1558,1681,908,1,45,0,State prison,8025,
Prision,Delta Correctional Center,Delta,Delta,Colorado,38.7095746,-108.1494379,195,0,277,0,161,0,34,0,State prison,8029,
Prision,Denver Reception and Diagnostic Center prison,Denver,Denver,Colorado,39.7670223,-104.8608031,68,1,469,0,36,1,32,0,State prison,8031,
Prision,Denver Women's Correctional Facility,Denver,Denver,Colorado,39.7651016,-104.8628834,152,0,813,826,98,0,54,0,State prison,8031,
Prision,Four Mile Correctional Center,Cañon City,Fremont,Colorado,38.4282875,-105.1473541,439,1,355,526,404,1,35,0,State prison,8043,
Prision,Fremont Correctional Facility,Cañon City,Fremont,Colorado,38.4227307,-105.160995,926,4,1406,1621,786,4,140,0,State prison,8043,
Prision,La Vista Correctional Facility,Pueblo,Pueblo,Colorado,38.2849302,-104.6297228,44,0,350,350,11,0,33,0,State prison,8101,
Prision,Limon Correctional Facility,Limon,Lincoln,Colorado,39.2165582,-103.6937878,833,0,876,0,749,0,84,0,State prison,8073,
Prision,Rifle Correctional Center,Rifle,Garfield,Colorado,39.6509808,-107.7793457,7,0,137,0,4,0,3,0,State prison,8045,
Prision,San Carlos Correctional Facility,Pueblo,Pueblo,Colorado,38.2799302,-104.6315259,39,0,208,208,14,0,25,0,State prison,8101,
Prision,Skyline Correctional Center,Cañon City,Fremont,Colorado,38.4227307,-105.160995,0,0,91,252,0,0,0,0,State prison,8043,
Prision,Sterling Correctional Center,Sterling,Logan,Colorado,40.6112647,-103.1622541,1762,10,2041,2041,1517,10,245,0,State prison,8075,
Prision,Trinidad Correctional Facility,Model,Las Animas,Colorado,37.2911252,-104.3121528,369,0,407,0,326,0,43,0,State prison,8071,
Prision,Youthful Offender System,Pueblo,Pueblo,Colorado,38.2787118,-104.6275796,217,0,0,0,142,0,75,0,State juvenile detention,8101,This is a system-wide total. Facility-level data is unavailable.
Prision,Cheyenne Mountain Re-entry Center,Colorado Springs,El Paso,Colorado,38.7846957,-104.8244675,2,0,0,0,2,0,0,0,State prison,8041,
Prision,Adams Transitional Center,Denver,Adams,Colorado,39.7860291,-104.9170023,36,0,0,0,29,0,7,0,State prison,8001,
Prision,Adams Youth Services Center,Brighton,Adams,Colorado,39.988849,-104.797006,9,0,13,0,3,0,6,0,State juvenile detention,8001,
Prision,Advantage Treatment Center prison-Alamosa,Alamosa,Alamosa,Colorado,37.4500122,-105.8696136,38,0,0,0,23,0,15,0,State rehabilitation center,8003,
Prision,Advantage Treatment Center prison-Lamar,Lamar,Logan,Colorado,40.6152189,-103.1607289,28,0,0,0,20,0,8,0,State rehabilitation center,8075,
Prision,Advantage Treatment Center prison-Logan County,Sterling,Logan,Colorado,40.6152189,-103.1607289,82,1,0,0,63,1,19,0,State rehabilitation center,8075,
Prision,Arapahoe Community Treatment Center,Englewood,Arapahoe,Colorado,39.6557277,-105.0292615,13,0,0,0,11,0,2,0,State rehabilitation center,8005,
Prision,Aspire Youth Services Center facility,Golden,Jefferson,Colorado,39.7431613,-105.2067656,15,0,16,0,3,0,12,0,State juvenile detention,8059,
Prision,Centennial Community Transition Center,Englewood,Arapahoe,Colorado,39.5882482,-104.8209908,31,0,0,0,25,0,6,0,State prison,8005,
Prision,Commerce Transitional Center,Commerce City,Adams,Colorado,39.7860291,-104.9170023,4,0,0,0,3,0,1,0,State prison,8001,
Prision,Dahlia Facility,Denver,Denver,Colorado,39.7807883,-104.9346773,6,0,0,0,4,0,2,0,State prison,8031,
Prision,Fox Facility,Denver,Denver,Colorado,39.7764453,-104.9945413,9,0,0,0,7,0,2,0,State prison,8031,
Prision,Gateway Residential Center,Grand Junction,Mesa,Colorado,39.070657,-108.55542,12,0,0,0,6,0,6,0,State rehabilitation center,8077,
Prision,Giliam Youth Services Center,Denver,Denver,Colorado,39.757578,-104.9728007,19,0,0,0,6,0,13,0,State juvenile detention,8031,
Prision,Henderson Transitional Center,Henderson,Tarrant,Colorado,32.7597274,-97.3433761,20,0,0,0,10,0,10,0,State prison,48439,
Prision,Intervention Community Corrections Services halfway house,Boulder,Boulder,Colorado,40.0170047,-105.2674489,21,0,0,0,18,0,3,0,State halfway house,8013,
Prision,Independence House Pecos,Denver,Denver,Colorado,39.7730903,-105.0068015,42,1,0,0,34,1,8,0,State halfway house,8031,
